name,rank2021,count2021,rank2020,count2020,rank2019,count2019,rank2018,count2018,rank2017,count2017,rank2016,count2016,rank2015,count2015,rank2014,count2014 ,rank2013 ,count2013 ,rank2012 ,count2012 ,rank2011 ,count2011 ,rank2010 ,count2010 ,rank2009 ,count2009 ,rank2008 ,count2008 ,rank2007 ,count2007 ,rank2006 ,count2006 ,rank2005 ,count2005 ,rank2004 ,count2004 ,rank2003 ,count2003 ,rank2002 ,count2002 ,rank2001 ,count2001 ,rank2000 ,count2000 ,rank1999 ,count1999 ,rank1998 ,count1998 ,rank1997 ,count1997 ,rank1996 ,count1996 ,,
Levent,3451,5,3848,4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],3822,4,[x],[x],4647,3,[x],[x],3744,4,[x],[x],[x],[x],2538,6,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],2419,4,[x],[x],2357,4,,
Levente,2125,10,1635,14,3013,6,2112,10,1812,13,1903,12,1511,16,1721,13,2660,7,1589,15,2039,10,2941,6,4527,3,2775,6,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Levi,139,408,135,411,135,416,154,366,148,392,167,348,155,373,152,369,166,342,151,388,149,397,144,415,147,390,153,360,151,355,153,321,149,318,154,299,151,302,148,277,159,234,154,234,163,210,165,205,153,233,165,205,,
Levi-James,3451,5,3334,5,2488,8,3959,4,2512,8,3079,6,2319,9,4632,3,3822,4,4805,3,3830,4,[x],[x],3744,4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Levi-Jay,[x],[x],[x],[x],[x],[x],4749,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],3227,5,3158,5,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Levi-John,[x],[x],4608,3,[x],[x],[x],[x],3996,4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Levi-Lee,[x],[x],[x],[x],[x],[x],4749,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Levie,[x],[x],3848,4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],4333,3,[x],[x],[x],[x],3651,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Levii,[x],[x],[x],[x],[x],[x],[x],[x],3449,5,[x],[x],4747,3,4632,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Levin,3990,4,3334,5,4702,3,3959,4,3040,6,4810,3,3908,4,4632,3,4685,3,3416,5,[x],[x],2941,6,3227,5,[x],[x],[x],[x],4052,3,[x],[x],3651,3,[x],[x],[x],[x],3134,3,[x],[x],2425,4,[x],[x],[x],[x],[x],[x],,
Levison,1329,19,1431,17,1369,18,958,30,931,33,1157,24,2483,8,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Levon,3990,4,2960,6,4702,3,3959,4,3996,4,4023,4,2150,10,2964,6,2403,8,2721,7,2039,10,3332,5,3227,5,2775,6,2435,7,2538,6,[x],[x],3009,4,3467,3,[x],[x],3134,3,3036,3,2943,3,[x],[x],[x],[x],[x],[x],,
Levy,2493,8,3848,4,3937,4,3011,6,3449,5,4810,3,[x],[x],4632,3,3822,4,3987,4,4647,3,[x],[x],3744,4,4432,3,3589,4,3385,4,3849,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],2337,4,[x],[x],,
Lew,4789,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Lewan,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],4810,3,3908,4,4632,3,[x],[x],3987,4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],2901,3,[x],[x],[x],[x],,
Lewen,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],4810,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Lewes,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],4052,3,3849,3,[x],[x],2470,5,[x],[x],2220,5,2501,4,2943,3,1821,6,2859,3,2357,4,,
Lewey,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],3651,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Lewi,1688,14,1825,12,1316,19,1533,16,1812,13,1627,15,1586,15,1486,16,1462,16,1756,13,1447,16,1620,14,1358,17,1403,16,1756,11,1643,11,2174,7,1732,9,1629,9,2005,6,2220,5,2501,4,[x],[x],[x],[x],[x],[x],[x],[x],,
Lewie,1595,15,1230,21,1113,24,851,36,968,31,774,42,1095,25,866,34,850,35,962,30,845,35,687,45,848,33,836,33,1014,24,914,26,628,42,773,28,1092,16,1411,10,983,16,1167,12,1130,12,1821,6,1454,8,[x],[x],,
Lewin,2730,7,2682,7,2488,8,3011,6,1703,14,1903,12,3004,6,2248,9,2403,8,2721,7,1909,11,3332,5,2126,9,1828,11,1578,13,2282,7,2174,7,1878,8,2857,4,2636,4,2220,5,[x],[x],2425,4,2419,4,1761,6,[x],[x],,
Lewis,136,419,116,478,112,550,104,619,85,790,75,884,56,1148,46,1236,46,1329,43,1654,39,2035,27,2565,21,3008,14,3482,16,3468,21,3238,19,3343,14,3850,13,4056,14,4273,10,4636,13,4574,13,4916,18,4518,21,4065,24,3569,,
Lewis-James,[x],[x],[x],[x],[x],[x],4749,3,[x],[x],[x],[x],[x],[x],3895,4,3822,4,3039,6,[x],[x],4678,3,4527,3,2507,7,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Lewis-Jay,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],4805,3,[x],[x],[x],[x],[x],[x],3687,4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Lewis-John,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],3134,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Lewis-Junior,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],4747,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Lewis-Lee,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],3744,4,[x],[x],[x],[x],4052,3,3849,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Lewiss,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],2901,3,2859,3,[x],[x],,
Lewy,2493,8,3334,5,4702,3,3959,4,3040,6,3478,5,4747,3,3895,4,4685,3,4805,3,[x],[x],[x],[x],3744,4,[x],[x],3589,4,3385,4,3849,3,3009,4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Lewyn,4789,3,2960,6,4702,3,[x],[x],[x],[x],4023,4,3373,5,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Lewys,1688,14,3334,5,3411,5,2112,10,1703,14,1123,25,1511,16,1630,14,1796,12,1313,19,1600,14,1344,18,923,29,1085,23,764,36,733,35,781,31,500,52,499,48,691,28,638,29,491,40,544,35,511,38,471,41,526,33,,
Lex,1329,19,1635,14,1253,20,1875,12,1146,24,1570,16,1673,14,1721,13,1796,12,1270,20,1303,19,1082,25,1099,23,1024,25,1361,16,1168,18,982,22,1410,12,1410,11,1322,11,1746,7,[x],[x],1850,6,[x],[x],[x],[x],[x],[x],,
Lexi,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],3849,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Lexis,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],3865,4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Lexon,4789,3,4608,3,[x],[x],3412,5,4812,3,[x],[x],4747,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Lexton,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],4685,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Lexus,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],3039,6,3830,4,4678,3,[x],[x],2775,6,[x],[x],3385,4,3208,4,2578,5,1629,9,[x],[x],3134,3,1889,6,2943,3,[x],[x],[x],[x],[x],[x],,
Lexx,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],4678,3,[x],[x],[x],[x],[x],[x],[x],[x],3208,4,[x],[x],[x],[x],3225,3,2587,4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Leylan,4789,3,4608,3,[x],[x],4749,3,4812,3,4023,4,4747,3,2459,8,2055,10,2458,8,3300,5,3865,4,2544,7,3158,5,1885,10,3385,4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Leyland,2730,7,3848,4,2488,8,2259,9,2512,8,1271,21,1511,16,1178,22,1339,18,2117,10,2390,8,1241,20,1981,10,1457,15,1252,18,1892,9,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Leyo,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],3830,4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Leyon,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],4685,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Leyton,1023,28,993,28,740,44,763,43,761,45,525,74,410,102,434,93,412,98,372,113,411,97,347,121,404,96,371,101,345,106,411,81,445,63,443,61,546,42,509,42,707,25,881,18,809,20,1000,14,809,19,898,16,,
Leyton-James,[x],[x],4608,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Li,[x],[x],[x],[x],[x],[x],[x],[x],4812,3,[x],[x],[x],[x],[x],[x],3822,4,[x],[x],3300,5,3865,4,4527,3,2507,7,[x],[x],2870,5,[x],[x],[x],[x],3467,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Liam,86,690,79,721,74,798,85,731,91,723,97,698,81,836,76,902,67,973,50,1374,44,1690,33,2253,24,2784,22,2986,27,2401,32,2063,28,2390,30,2533,29,2683,23,2927,24,2901,19,3825,17,4350,24,3486,15,4743,10,5802,,
Liam-James,[x],[x],[x],[x],4702,3,[x],[x],[x],[x],4023,4,[x],[x],[x],[x],[x],[x],[x],[x],3830,4,4678,3,3744,4,[x],[x],4333,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Liam-Jay,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],3865,4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Liam-Junior,3451,5,2960,6,4702,3,[x],[x],3996,4,[x],[x],[x],[x],[x],[x],4685,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Lian,3451,5,2682,7,2488,8,3959,4,2512,8,2556,8,3373,5,2964,6,2403,8,[x],[x],4647,3,3332,5,[x],[x],3158,5,3095,5,[x],[x],1716,10,3651,3,3467,3,3225,3,3134,3,3036,3,2943,3,[x],[x],2859,3,[x],[x],,
Liang,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],4432,3,[x],[x],[x],[x],3849,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Lias,[x],[x],[x],[x],4702,3,[x],[x],[x],[x],[x],[x],4747,3,[x],[x],[x],[x],[x],[x],4647,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],2863,3,,
Libaan,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],4685,3,4805,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],3849,3,[x],[x],3467,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Liban,3990,4,4608,3,[x],[x],2693,7,1703,14,4810,3,2707,7,2459,8,2403,8,2721,7,1909,11,2941,6,2318,8,1457,15,1578,13,1401,14,1617,11,1410,12,1188,14,1077,15,1286,11,1002,15,1082,13,1188,11,1345,9,1458,8,,
Liberty,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],3830,4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Lief,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],4678,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Liem,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],3849,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],2337,4,[x],[x],,
Liev,[x],[x],[x],[x],4702,3,[x],[x],[x],[x],4810,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Light,[x],[x],[x],[x],[x],[x],[x],[x],4812,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Liibaan,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],4527,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],2943,3,[x],[x],[x],[x],[x],[x],,
Liiban,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],4333,3,4052,3,[x],[x],[x],[x],[x],[x],2636,4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],2020,5,,
Lijah,[x],[x],[x],[x],[x],[x],[x],[x],4812,3,[x],[x],[x],[x],4632,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Lily,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],4647,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Lin,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],4810,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],4678,3,[x],[x],3158,5,3589,4,[x],[x],3208,4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Linards,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],4647,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Linas,3990,4,[x],[x],[x],[x],[x],[x],[x],[x],4810,3,4747,3,4632,3,[x],[x],3987,4,4647,3,[x],[x],[x],[x],[x],[x],3589,4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Lincoln,164,324,149,371,141,406,125,462,106,593,128,478,129,479,195,291,204,271,263,182,271,166,245,193,239,185,256,169,219,208,357,96,1534,12,1222,15,1248,13,993,17,1027,15,1096,13,1199,11,1485,8,1345,9,1168,11,,
Lincoln-James,3451,5,2960,6,4702,3,2112,10,2734,7,4023,4,2707,7,[x],[x],2954,6,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Lincoln-Jay,4789,3,4608,3,4702,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],4805,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Lincoln-Lee,3990,4,4608,3,3937,4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Lincon,3990,4,[x],[x],2728,7,[x],[x],3449,5,3478,5,3373,5,[x],[x],4685,3,4805,3,3830,4,2629,7,2837,6,2775,6,3095,5,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Lindan,[x],[x],[x],[x],[x],[x],[x],[x],3996,4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],3332,5,4527,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Linden,2301,9,2228,9,3013,6,1991,11,2172,10,1903,12,2020,11,1721,13,1617,14,1756,13,1600,14,1109,24,1265,19,1024,25,2023,9,2538,6,1716,10,2304,6,2189,6,1411,10,3134,3,1330,10,1082,13,1188,11,1010,14,1168,11,,
Lindon,[x],[x],4608,3,[x],[x],[x],[x],4812,3,3079,6,2150,10,3362,5,4685,3,2270,9,2892,6,1724,13,1859,11,2276,8,3589,4,2282,7,2754,5,[x],[x],3467,3,1799,7,2220,5,2142,5,1383,9,2419,4,2859,3,1765,6,,
Linford,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],2419,4,[x],[x],2020,5,,
Link,1688,14,1723,13,3411,5,2445,8,2052,11,2175,10,2483,8,[x],[x],2954,6,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Linken,4789,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Linkin,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],4810,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],4678,3,[x],[x],[x],[x],4333,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Linkoln,4789,3,[x],[x],4702,3,[x],[x],3996,4,[x],[x],[x],[x],3895,4,[x],[x],[x],[x],4647,3,[x],[x],[x],[x],[x],[x],2741,6,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Linkon,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],4747,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],4527,3,[x],[x],3095,5,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Lino,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],4805,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],3208,4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Linton,[x],[x],[x],[x],3937,4,3959,4,[x],[x],3478,5,3373,5,3895,4,3822,4,[x],[x],[x],[x],3865,4,4527,3,[x],[x],3589,4,2870,5,1991,8,3651,3,2470,5,2005,6,2220,5,2501,4,[x],[x],1055,13,2337,4,2863,3,,
Linus,2125,10,2076,10,2488,8,1683,14,1627,15,2804,7,1786,13,1117,24,1183,21,1191,22,1124,23,1911,11,1133,22,1343,17,1201,19,1401,14,1047,20,1160,16,1132,15,1128,14,1027,15,1241,11,1027,14,1000,14,2022,5,1337,9,,
Linxi,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],4678,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Lio,2301,9,1723,13,2488,8,3011,6,1703,14,4023,4,[x],[x],[x],[x],3315,5,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],3651,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Lion,4789,3,4608,3,3411,5,2693,7,2734,7,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],4647,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],3225,3,[x],[x],2501,4,[x],[x],[x],[x],[x],[x],[x],[x],,
Lionel,1595,15,1111,24,1083,25,1132,24,2172,10,1570,16,1046,27,1327,19,1339,18,1507,16,2194,9,2036,10,1649,13,2276,8,1506,14,1643,11,2418,6,1878,8,1962,7,3225,3,[x],[x],2142,5,2425,4,2074,5,2337,4,2357,4,,
Lior,1595,15,2404,8,3411,5,2445,8,[x],[x],[x],[x],3908,4,2964,6,[x],[x],4805,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],3849,3,[x],[x],3467,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
Lipa,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],4685,3,4805,3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],,
